C:\Repository\lab\dataset2\cat_0000.jpg,C:\Repository\lab\dataset2\cat_0000.jpg,cat
C:\Repository\lab\dataset2\cat_0001.jpg,C:\Repository\lab\dataset2\cat_0001.jpg,cat
C:\Repository\lab\dataset2\cat_0002.jpg,C:\Repository\lab\dataset2\cat_0002.jpg,cat
C:\Repository\lab\dataset2\cat_0003.jpg,C:\Repository\lab\dataset2\cat_0003.jpg,cat
C:\Repository\lab\dataset2\cat_0004.jpg,C:\Repository\lab\dataset2\cat_0004.jpg,cat
C:\Repository\lab\dataset2\cat_0005.jpg,C:\Repository\lab\dataset2\cat_0005.jpg,cat
C:\Repository\lab\dataset2\cat_0006.jpg,C:\Repository\lab\dataset2\cat_0006.jpg,cat
C:\Repository\lab\dataset2\cat_0007.jpg,C:\Repository\lab\dataset2\cat_0007.jpg,cat
C:\Repository\lab\dataset2\cat_0008.jpg,C:\Repository\lab\dataset2\cat_0008.jpg,cat
C:\Repository\lab\dataset2\cat_0009.jpg,C:\Repository\lab\dataset2\cat_0009.jpg,cat
C:\Repository\lab\dataset2\cat_0010.jpg,C:\Repository\lab\dataset2\cat_0010.jpg,cat
C:\Repository\lab\dataset2\cat_0011.jpg,C:\Repository\lab\dataset2\cat_0011.jpg,cat
C:\Repository\lab\dataset2\cat_0012.jpg,C:\Repository\lab\dataset2\cat_0012.jpg,cat
C:\Repository\lab\dataset2\cat_0013.jpg,C:\Repository\lab\dataset2\cat_0013.jpg,cat
C:\Repository\lab\dataset2\cat_0014.jpg,C:\Repository\lab\dataset2\cat_0014.jpg,cat
C:\Repository\lab\dataset2\cat_0015.jpg,C:\Repository\lab\dataset2\cat_0015.jpg,cat
C:\Repository\lab\dataset2\cat_0016.jpg,C:\Repository\lab\dataset2\cat_0016.jpg,cat
C:\Repository\lab\dataset2\cat_0017.jpg,C:\Repository\lab\dataset2\cat_0017.jpg,cat
C:\Repository\lab\dataset2\cat_0018.jpg,C:\Repository\lab\dataset2\cat_0018.jpg,cat
C:\Repository\lab\dataset2\cat_0019.jpg,C:\Repository\lab\dataset2\cat_0019.jpg,cat
C:\Repository\lab\dataset2\cat_0020.jpg,C:\Repository\lab\dataset2\cat_0020.jpg,cat
C:\Repository\lab\dataset2\cat_0021.jpg,C:\Repository\lab\dataset2\cat_0021.jpg,cat
C:\Repository\lab\dataset2\cat_0022.jpg,C:\Repository\lab\dataset2\cat_0022.jpg,cat
C:\Repository\lab\dataset2\cat_0023.jpg,C:\Repository\lab\dataset2\cat_0023.jpg,cat
C:\Repository\lab\dataset2\cat_0024.jpg,C:\Repository\lab\dataset2\cat_0024.jpg,cat
C:\Repository\lab\dataset2\cat_0025.jpg,C:\Repository\lab\dataset2\cat_0025.jpg,cat
C:\Repository\lab\dataset2\cat_0026.jpg,C:\Repository\lab\dataset2\cat_0026.jpg,cat
C:\Repository\lab\dataset2\cat_0027.jpg,C:\Repository\lab\dataset2\cat_0027.jpg,cat
C:\Repository\lab\dataset2\cat_0028.jpg,C:\Repository\lab\dataset2\cat_0028.jpg,cat
C:\Repository\lab\dataset2\cat_0029.jpg,C:\Repository\lab\dataset2\cat_0029.jpg,cat
C:\Repository\lab\dataset2\cat_0030.jpg,C:\Repository\lab\dataset2\cat_0030.jpg,cat
C:\Repository\lab\dataset2\cat_0031.jpg,C:\Repository\lab\dataset2\cat_0031.jpg,cat
C:\Repository\lab\dataset2\cat_0032.jpg,C:\Repository\lab\dataset2\cat_0032.jpg,cat
C:\Repository\lab\dataset2\cat_0033.jpg,C:\Repository\lab\dataset2\cat_0033.jpg,cat
C:\Repository\lab\dataset2\cat_0034.jpg,C:\Repository\lab\dataset2\cat_0034.jpg,cat
C:\Repository\lab\dataset2\cat_0035.jpg,C:\Repository\lab\dataset2\cat_0035.jpg,cat
C:\Repository\lab\dataset2\cat_0036.jpg,C:\Repository\lab\dataset2\cat_0036.jpg,cat
C:\Repository\lab\dataset2\cat_0037.jpg,C:\Repository\lab\dataset2\cat_0037.jpg,cat
C:\Repository\lab\dataset2\cat_0038.jpg,C:\Repository\lab\dataset2\cat_0038.jpg,cat
C:\Repository\lab\dataset2\cat_0039.jpg,C:\Repository\lab\dataset2\cat_0039.jpg,cat
C:\Repository\lab\dataset2\cat_0040.jpg,C:\Repository\lab\dataset2\cat_0040.jpg,cat
C:\Repository\lab\dataset2\cat_0041.jpg,C:\Repository\lab\dataset2\cat_0041.jpg,cat
C:\Repository\lab\dataset2\cat_0042.jpg,C:\Repository\lab\dataset2\cat_0042.jpg,cat
C:\Repository\lab\dataset2\cat_0043.jpg,C:\Repository\lab\dataset2\cat_0043.jpg,cat
C:\Repository\lab\dataset2\cat_0044.jpg,C:\Repository\lab\dataset2\cat_0044.jpg,cat
C:\Repository\lab\dataset2\cat_0045.jpg,C:\Repository\lab\dataset2\cat_0045.jpg,cat
C:\Repository\lab\dataset2\cat_0046.jpg,C:\Repository\lab\dataset2\cat_0046.jpg,cat
C:\Repository\lab\dataset2\cat_0047.jpg,C:\Repository\lab\dataset2\cat_0047.jpg,cat
C:\Repository\lab\dataset2\cat_0048.jpg,C:\Repository\lab\dataset2\cat_0048.jpg,cat
C:\Repository\lab\dataset2\cat_0049.jpg,C:\Repository\lab\dataset2\cat_0049.jpg,cat
C:\Repository\lab\dataset2\cat_0050.jpg,C:\Repository\lab\dataset2\cat_0050.jpg,cat
C:\Repository\lab\dataset2\cat_0051.jpg,C:\Repository\lab\dataset2\cat_0051.jpg,cat
C:\Repository\lab\dataset2\cat_0052.jpg,C:\Repository\lab\dataset2\cat_0052.jpg,cat
C:\Repository\lab\dataset2\cat_0053.jpg,C:\Repository\lab\dataset2\cat_0053.jpg,cat
C:\Repository\lab\dataset2\cat_0054.jpg,C:\Repository\lab\dataset2\cat_0054.jpg,cat
C:\Repository\lab\dataset2\cat_0055.jpg,C:\Repository\lab\dataset2\cat_0055.jpg,cat
C:\Repository\lab\dataset2\cat_0056.jpg,C:\Repository\lab\dataset2\cat_0056.jpg,cat
C:\Repository\lab\dataset2\cat_0057.jpg,C:\Repository\lab\dataset2\cat_0057.jpg,cat
C:\Repository\lab\dataset2\cat_0058.jpg,C:\Repository\lab\dataset2\cat_0058.jpg,cat
C:\Repository\lab\dataset2\cat_0059.jpg,C:\Repository\lab\dataset2\cat_0059.jpg,cat
C:\Repository\lab\dataset2\cat_0060.jpg,C:\Repository\lab\dataset2\cat_0060.jpg,cat
C:\Repository\lab\dataset2\cat_0061.jpg,C:\Repository\lab\dataset2\cat_0061.jpg,cat
C:\Repository\lab\dataset2\cat_0062.jpg,C:\Repository\lab\dataset2\cat_0062.jpg,cat
C:\Repository\lab\dataset2\cat_0063.jpg,C:\Repository\lab\dataset2\cat_0063.jpg,cat
C:\Repository\lab\dataset2\cat_0064.jpg,C:\Repository\lab\dataset2\cat_0064.jpg,cat
C:\Repository\lab\dataset2\cat_0065.jpg,C:\Repository\lab\dataset2\cat_0065.jpg,cat
C:\Repository\lab\dataset2\cat_0066.jpg,C:\Repository\lab\dataset2\cat_0066.jpg,cat
C:\Repository\lab\dataset2\cat_0067.jpg,C:\Repository\lab\dataset2\cat_0067.jpg,cat
C:\Repository\lab\dataset2\cat_0068.jpg,C:\Repository\lab\dataset2\cat_0068.jpg,cat
C:\Repository\lab\dataset2\cat_0069.jpg,C:\Repository\lab\dataset2\cat_0069.jpg,cat
C:\Repository\lab\dataset2\cat_0070.jpg,C:\Repository\lab\dataset2\cat_0070.jpg,cat
C:\Repository\lab\dataset2\cat_0071.jpg,C:\Repository\lab\dataset2\cat_0071.jpg,cat
C:\Repository\lab\dataset2\cat_0072.jpg,C:\Repository\lab\dataset2\cat_0072.jpg,cat
C:\Repository\lab\dataset2\cat_0073.jpg,C:\Repository\lab\dataset2\cat_0073.jpg,cat
C:\Repository\lab\dataset2\cat_0074.jpg,C:\Repository\lab\dataset2\cat_0074.jpg,cat
C:\Repository\lab\dataset2\cat_0075.jpg,C:\Repository\lab\dataset2\cat_0075.jpg,cat
C:\Repository\lab\dataset2\cat_0076.jpg,C:\Repository\lab\dataset2\cat_0076.jpg,cat
C:\Repository\lab\dataset2\cat_0077.jpg,C:\Repository\lab\dataset2\cat_0077.jpg,cat
C:\Repository\lab\dataset2\cat_0078.jpg,C:\Repository\lab\dataset2\cat_0078.jpg,cat
C:\Repository\lab\dataset2\cat_0079.jpg,C:\Repository\lab\dataset2\cat_0079.jpg,cat
C:\Repository\lab\dataset2\cat_0080.jpg,C:\Repository\lab\dataset2\cat_0080.jpg,cat
C:\Repository\lab\dataset2\cat_0081.jpg,C:\Repository\lab\dataset2\cat_0081.jpg,cat
C:\Repository\lab\dataset2\cat_0082.jpg,C:\Repository\lab\dataset2\cat_0082.jpg,cat
C:\Repository\lab\dataset2\cat_0083.jpg,C:\Repository\lab\dataset2\cat_0083.jpg,cat
C:\Repository\lab\dataset2\cat_0084.jpg,C:\Repository\lab\dataset2\cat_0084.jpg,cat
C:\Repository\lab\dataset2\cat_0085.jpg,C:\Repository\lab\dataset2\cat_0085.jpg,cat
C:\Repository\lab\dataset2\cat_0086.jpg,C:\Repository\lab\dataset2\cat_0086.jpg,cat
C:\Repository\lab\dataset2\cat_0087.jpg,C:\Repository\lab\dataset2\cat_0087.jpg,cat
C:\Repository\lab\dataset2\cat_0088.jpg,C:\Repository\lab\dataset2\cat_0088.jpg,cat
C:\Repository\lab\dataset2\cat_0089.jpg,C:\Repository\lab\dataset2\cat_0089.jpg,cat
C:\Repository\lab\dataset2\cat_0090.jpg,C:\Repository\lab\dataset2\cat_0090.jpg,cat
C:\Repository\lab\dataset2\cat_0091.jpg,C:\Repository\lab\dataset2\cat_0091.jpg,cat
C:\Repository\lab\dataset2\cat_0092.jpg,C:\Repository\lab\dataset2\cat_0092.jpg,cat
C:\Repository\lab\dataset2\cat_0093.jpg,C:\Repository\lab\dataset2\cat_0093.jpg,cat
C:\Repository\lab\dataset2\cat_0094.jpg,C:\Repository\lab\dataset2\cat_0094.jpg,cat
C:\Repository\lab\dataset2\cat_0095.jpg,C:\Repository\lab\dataset2\cat_0095.jpg,cat
C:\Repository\lab\dataset2\cat_0096.jpg,C:\Repository\lab\dataset2\cat_0096.jpg,cat
C:\Repository\lab\dataset2\cat_0097.jpg,C:\Repository\lab\dataset2\cat_0097.jpg,cat
C:\Repository\lab\dataset2\cat_0098.jpg,C:\Repository\lab\dataset2\cat_0098.jpg,cat
C:\Repository\lab\dataset2\cat_0099.jpg,C:\Repository\lab\dataset2\cat_0099.jpg,cat
C:\Repository\lab\dataset2\cat_0100.jpg,C:\Repository\lab\dataset2\cat_0100.jpg,cat
C:\Repository\lab\dataset2\cat_0101.jpg,C:\Repository\lab\dataset2\cat_0101.jpg,cat
C:\Repository\lab\dataset2\cat_0102.jpg,C:\Repository\lab\dataset2\cat_0102.jpg,cat
C:\Repository\lab\dataset2\cat_0103.jpg,C:\Repository\lab\dataset2\cat_0103.jpg,cat
C:\Repository\lab\dataset2\cat_0104.jpg,C:\Repository\lab\dataset2\cat_0104.jpg,cat
C:\Repository\lab\dataset2\cat_0105.jpg,C:\Repository\lab\dataset2\cat_0105.jpg,cat
C:\Repository\lab\dataset2\cat_0106.jpg,C:\Repository\lab\dataset2\cat_0106.jpg,cat
C:\Repository\lab\dataset2\cat_0107.jpg,C:\Repository\lab\dataset2\cat_0107.jpg,cat
C:\Repository\lab\dataset2\cat_0108.jpg,C:\Repository\lab\dataset2\cat_0108.jpg,cat
C:\Repository\lab\dataset2\cat_0109.jpg,C:\Repository\lab\dataset2\cat_0109.jpg,cat
C:\Repository\lab\dataset2\cat_0110.jpg,C:\Repository\lab\dataset2\cat_0110.jpg,cat
C:\Repository\lab\dataset2\cat_0111.jpg,C:\Repository\lab\dataset2\cat_0111.jpg,cat
C:\Repository\lab\dataset2\cat_0112.jpg,C:\Repository\lab\dataset2\cat_0112.jpg,cat
C:\Repository\lab\dataset2\cat_0113.jpg,C:\Repository\lab\dataset2\cat_0113.jpg,cat
C:\Repository\lab\dataset2\cat_0114.jpg,C:\Repository\lab\dataset2\cat_0114.jpg,cat
C:\Repository\lab\dataset2\cat_0115.jpg,C:\Repository\lab\dataset2\cat_0115.jpg,cat
C:\Repository\lab\dataset2\cat_0116.jpg,C:\Repository\lab\dataset2\cat_0116.jpg,cat
C:\Repository\lab\dataset2\cat_0117.jpg,C:\Repository\lab\dataset2\cat_0117.jpg,cat
C:\Repository\lab\dataset2\cat_0118.jpg,C:\Repository\lab\dataset2\cat_0118.jpg,cat
C:\Repository\lab\dataset2\cat_0119.jpg,C:\Repository\lab\dataset2\cat_0119.jpg,cat
C:\Repository\lab\dataset2\cat_0120.jpg,C:\Repository\lab\dataset2\cat_0120.jpg,cat
C:\Repository\lab\dataset2\cat_0121.jpg,C:\Repository\lab\dataset2\cat_0121.jpg,cat
C:\Repository\lab\dataset2\cat_0122.jpg,C:\Repository\lab\dataset2\cat_0122.jpg,cat
